Gross,Net,Conventional Accounting,Economic Sector,Sector,Category,Sub-Category 1,Sub-Category 2,Sub-Category 3,Year,Gas,MT CO2e AR5 20 yr,MT CO2e AR4 100 yr
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,LPG,2003,CO2,340010,340010
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,LPG,2003,N2O,151,170
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,LPG,2004,CH4,3222,959
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,LPG,2004,CO2,457288,457288
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,LPG,2005,N2O,118,134
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,LPG,2006,CO2,276435,276435
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,LPG,2006,N2O,122,138
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,LPG,2007,CH4,2172,646
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,LPG,2007,CO2,308191,308191
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,LPG,2008,CO2,396291,396291
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,LPG,2008,N2O,176,198
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,LPG,2009,CH4,2935,874
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,LPG,2009,CO2,416539,416539
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,LPG,2009,N2O,185,208
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,LPG,2010,CH4,2924,870
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,LPG,2010,CO2,414904,414904
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,LPG,2010,N2O,184,207
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,LPG,2011,CH4,3059,910
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,LPG,2011,CO2,434084,434084
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,LPG,2011,N2O,192,217
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,LPG,2013,CH4,2883,858
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,LPG,2014,CH4,3023,900
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,LPG,2014,N2O,190,215
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,LPG,2015,CH4,3220,958
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,LPG,2015,N2O,202,228
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,LPG,2016,CH4,3507,1044
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,LPG,2016,CO2,497722,497722
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,LPG,2017,CH4,3443,1025
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,LPG,2017,CO2,488604,488604
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,LPG,2017,N2O,216,244
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,LPG,2018,CH4,3605,1073
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,LPG,2018,CO2,511619,511619
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,LPG,2019,CH4,3744,1114
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,LPG,2019,CO2,531301,531301
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,LPG,2020,CO2,597140,597140
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,LPG,2020,N2O,264,299
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,1990,CH4,88936,26469
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,1991,CH4,90850,27039
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,1991,CO2,10862696,10862696
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,1992,CH4,99071,29486
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,1992,CO2,11845749,11845749
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,1992,N2O,6227,7029
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,1993,CO2,12044872,12044872
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,1993,N2O,6328,7143
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,1994,CH4,101727,30276
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,1994,CO2,12171695,12171695
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,1994,N2O,6394,7218
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,1995,CH4,105704,31460
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,1995,CO2,12656296,12656296
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,1995,N2O,6644,7500
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,1996,CH4,115170,34277
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,1996,N2O,7239,8172
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,1997,CH4,146026,43460
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,1997,N2O,9179,10361
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,1998,CH4,152991,45533
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,1998,N2O,9617,10855
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,1999,CO2,19640464,19640464
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,1999,N2O,10318,11647
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2000,CO2,20039132,20039132
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2000,N2O,10520,11875
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2001,CH4,159026,47329
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2001,N2O,9996,11283
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2002,CO2,19697977,19697977
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2002,N2O,10341,11673
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2003,CH4,154561,46000
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2003,N2O,9715,10966
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2004,CH4,163464,48650
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2004,CO2,19572127,19572127
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2005,CH4,125401,37322
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2005,N2O,7882,8898
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2006,CO2,14086407,14086407
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2007,CH4,129332,38492
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2008,N2O,8257,9320
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2009,N2O,7989,9018
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2010,CO2,15616714,15616714
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2010,N2O,8193,9248
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2011,CH4,132440,39417
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2011,CO2,15868482,15868482
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2011,N2O,8325,9397
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2012,CO2,14799998,14799998
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2012,N2O,7770,8770
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2013,N2O,8668,9785
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2014,CH4,146613,43635
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2014,CO2,17530172,17530172
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2014,N2O,9216,10403
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2015,CH4,142425,42388
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2015,CO2,17005856,17005856
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2016,CO2,16517391,16517391
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2016,N2O,8695,9815
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2017,CO2,16952946,16952946
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2017,N2O,8925,10074
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2018,CO2,18044268,18044268
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2019,CO2,17629295,17629295
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2019,N2O,9281,10476
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2020,CH4,132335,39385
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,1990,CH4,96949,28854
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,1990,N2O,18282,20636
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,1991,CO2,8026726,8026726
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,1991,N2O,17864,20164
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,1992,CO2,7446630,7446630
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,1993,CO2,8168803,8168803
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,1993,N2O,18180,20521
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,1994,CH4,89469,26628
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,1994,CO2,7580897,7580897
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,1994,N2O,16871,19044
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,1995,CH4,75528,22478
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,1995,N2O,14242,16077
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,1996,CO2,6038781,6038781
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,1996,N2O,13439,15170
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,1997,CH4,56301,16756
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,1997,N2O,10617,11984
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,1998,CH4,37696,11219
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,1998,CO2,3194020,3194020
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,1998,N2O,7108,8024
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,1999,CH4,41451,12337
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,1999,CO2,3512190,3512190
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,1999,N2O,7816,8823
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2000,CH4,52537,15636
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2000,CO2,4451533,4451533
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2000,N2O,9907,11183
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2001,CO2,3395946,3395946
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2001,N2O,7558,8531
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2002,CH4,48353,14391
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2003,N2O,11330,12790
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2004,CO2,5401388,5401388
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2004,N2O,12021,13569
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2005,CH4,56084,16692
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2005,CO2,4752131,4752131
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2005,N2O,10576,11938
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2006,CH4,44244,13168
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2006,N2O,8343,9418
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2008,CH4,42822,12745
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2008,N2O,8075,9115
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2009,CH4,47755,14213
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2009,CO2,4046329,4046329
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2009,N2O,9005,10165
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2010,CH4,43658,12994
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2011,CH4,39499,11756
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2011,N2O,7448,8408
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2012,CH4,23606,7026
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2012,CO2,2000186,2000186
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2013,CH4,17489,5205
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2013,CO2,1481892,1481892
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2013,N2O,3298,3723
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2014,CH4,4716,1403
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2015,CH4,1738,517
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2015,CO2,147258,147258
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2016,CH4,1737,517
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2016,CO2,147183,147183
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2016,N2O,328,370
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2018,CH4,872,260
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2018,CO2,73892,73892
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2018,N2O,164,186
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2019,CO2,55194,55194
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2019,N2O,123,139
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2020,CH4,499,148
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2020,CO2,42278,42278
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2020,N2O,94,106
Yes,No,No,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,1990,Biogenic CO2,428767,428767
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,1990,N2O,4631,5228
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,1991,CH4,115389,34342
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,1991,N2O,4835,5458
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,1992,CH4,121717,36225
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,1992,N2O,5101,5757
Yes,No,No,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,1993,Biogenic CO2,765942,765942
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,1993,CH4,197438,58761
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,1993,N2O,8274,9339
Yes,No,No,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,1994,Biogenic CO2,733452,733452
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,1994,CH4,189063,56269
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,1994,N2O,7923,8943
Yes,No,No,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,1995,Biogenic CO2,740260,740260
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,1995,CH4,190818,56791
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,1995,N2O,7996,9026
Yes,No,No,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,1996,Biogenic CO2,769037,769037
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,1996,CH4,198236,58999
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,1996,N2O,8307,9377
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,1997,CH4,373314,111105
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,1997,N2O,15644,17658
Yes,No,No,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,1998,Biogenic CO2,1264847,1264847
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,1998,CH4,326041,97036
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,1998,N2O,13663,15422
Yes,No,No,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,1999,Biogenic CO2,1330136,1330136
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,1999,CH4,342871,102045
Yes,No,No,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,2000,Biogenic CO2,1423378,1423378
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,2000,CH4,366906,109198
Yes,No,No,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,2001,Biogenic CO2,999871,999871
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,2001,CH4,257738,76708
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,2001,N2O,10800,12191
Yes,No,No,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,2002,Biogenic CO2,1024110,1024110
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,2002,CH4,263986,78567
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,2002,N2O,11062,12487
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,2003,CH4,274834,81796
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,2003,N2O,11517,13000
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,2004,N2O,11259,12710
Yes,No,No,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,2005,Biogenic CO2,833604,833604
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,2005,N2O,9004,10164
Yes,No,No,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,2006,Biogenic CO2,773472,773472
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,2006,CH4,199379,59339
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,2006,N2O,8355,9431
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,2007,CH4,211742,63018
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,2007,N2O,8873,10016
Yes,No,No,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,2008,Biogenic CO2,866817,866817
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,2008,CH4,223441,66500
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,2008,N2O,9363,10569
Yes,No,No,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,2009,Biogenic CO2,281788,281788
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,2009,CH4,72637,21618
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,2009,N2O,3044,3436
Yes,No,No,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,2010,Biogenic CO2,278178,278178
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,2010,CH4,71706,21341
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,2010,N2O,3005,3392
Yes,No,No,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,2011,Biogenic CO2,267863,267863
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,2012,CH4,60460,17994
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,2012,N2O,2534,2860
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,2013,CH4,70084,20858
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,2013,N2O,2937,3315
